ensmbl
TRIM63,ENSG00000158022
TNFSF15,ENSG00000181634
SIT1,ENSG00000137078
GPR42,ENSG00000126251
POU2AF1,ENSG00000110777
HCAR2,ENSG00000182782
TNFSF18,ENSG00000120337
FGF20,ENSG00000078579
OVOL1,ENSG00000172818
CALB2,ENSG00000172137
HCAR3,ENSG00000255398
RYR2,ENSG00000198626
CRTAM,ENSG00000109943
CAMK1G,ENSG00000008118
THEMIS,ENSG00000172673
MMP1,ENSG00000196611
CLEC9A,ENSG00000197992
MYBPC3,ENSG00000134571
GABRG1,ENSG00000163285
DCSTAMP,ENSG00000164935
JCHAIN,ENSG00000132465
KCNA3,ENSG00000177272
IFNG,ENSG00000111537
GABRB2,ENSG00000145864
GPR68,ENSG00000119714
SYNPR,ENSG00000163630
PNOC,ENSG00000168081
NTM-AS1,ENSG00000224795
ADGRG3,ENSG00000182885
GABRG2,ENSG00000113327
OPRM1,ENSG00000112038
NPY1R,ENSG00000164128
KRT86,ENSG00000170442
NPSR1,ENSG00000187258
CYP26A1,ENSG00000095596
PLEKHN1,ENSG00000187583
UTS2,ENSG00000049247
PADI4,ENSG00000159339
ZNF683,ENSG00000176083
EDN2,ENSG00000127129
TACSTD2,ENSG00000184292
CLCA4,ENSG00000016602
S100A12,ENSG00000163221
FCRL3,ENSG00000160856
CD5L,ENSG00000073754
CD1A,ENSG00000158477
CD1C,ENSG00000158481
CD1E,ENSG00000158488
FCRL6,ENSG00000181036
SLAMF1,ENSG00000117090
CD244,ENSG00000122223
SH2D1B,ENSG00000198574
XCL2,ENSG00000143185
XCL1,ENSG00000143184
FASLG,ENSG00000117560
LAX1,ENSG00000122188
OR2L13,ENSG00000196071
REG1A,ENSG00000115386
RP11-1399P15.1,ENSG00000273445
IL18RAP,ENSG00000115607
PRSS56,ENSG00000237412
EOMES,ENSG00000163508
LRTM1,ENSG00000144771
DNASE1L3,ENSG00000163687
PROK2,ENSG00000163421
PLCXD2,ENSG00000240891
CPA3,ENSG00000163751
SUCNR1,ENSG00000198829
S100P,ENSG00000163993
CLNK,ENSG00000109684
TXK,ENSG00000074966
STAP1,ENSG00000035720
CXCL6,ENSG00000124875
PPBP,ENSG00000163736
IL2,ENSG00000109471
RP11-701P16.2,ENSG00000251139
FAM81B,ENSG00000153347
CSF2,ENSG00000164400
MZB1,ENSG00000170476
SPINK6,ENSG00000178172
TIMD4,ENSG00000145850
LTC4S,ENSG00000213316
NCR3,ENSG00000204475
VNN3,ENSG00000093134
CCR6,ENSG00000112486
CLDN3,ENSG00000165215
CALCR,ENSG00000004948
LEP,ENSG00000174697
CPA5,ENSG00000158525
LINC00996,ENSG00000242258
GIMAP5,ENSG00000196329
LINC00685,ENSG00000226179
CSF2RA,ENSG00000198223
P2RY8,ENSG00000182162
ALAS2,ENSG00000158578
CXorf65,ENSG00000204165
PNMA5,ENSG00000198883
IL9R,ENSG00000124334
BLK,ENSG00000136573
RSPO2,ENSG00000147655
CCL19,ENSG00000172724
RMRP,ENSG00000269900
ANKRD18A,ENSG00000180071
LINC00484,ENSG00000229694
ADARB2-AS1,ENSG00000205696
ARMC3,ENSG00000165309
MPP7,ENSG00000150054
ANO9,ENSG00000185101
HBG2,ENSG00000196565
MS4A1,ENSG00000156738
PTPRCAP,ENSG00000213402
MMP8,ENSG00000118113
MMP10,ENSG00000166670
KLRF1,ENSG00000150045
MUCL1,ENSG00000172551
IL23A,ENSG00000110944
PIWIL1,ENSG00000125207
GPR18,ENSG00000125245
RPPH1,ENSG00000259001
PTGDR,ENSG00000168229
HIF1A-AS2,ENSG00000258667
RP6-91H8.3,ENSG00000269927
GOLGA6L2,ENSG00000174450
HDC,ENSG00000140287
HBM,ENSG00000206177
HBA2,ENSG00000188536
HBA1,ENSG00000206172
TPSAB1,ENSG00000172236
AC002331.1,ENSG00000236481
CES1,ENSG00000198848
CCL13,ENSG00000181374
CCL3L1,ENSG00000277796
CSF3,ENSG00000108342
KRT16,ENSG00000186832
SOST,ENSG00000167941
SIRPG,ENSG00000089012
PGLYRP2,ENSG00000161031
FXYD1,ENSG00000266964
FFAR3,ENSG00000185897
ZBTB32,ENSG00000011590
CD79A,ENSG00000105369
NLRP12,ENSG00000142405
LAIR2,ENSG00000167618
KIR2DL3,ENSG00000243772
NCR1,ENSG00000189430
RGL4,ENSG00000159496
GRAP2,ENSG00000100351
RNU12,ENSG00000270022
UBASH3A,ENSG00000160185
LINC00239,ENSG00000258512
CD177,ENSG00000204936
GPR174,ENSG00000147138
IFNL1,ENSG00000182393
KIR2DL4,ENSG00000189013
NTS,ENSG00000133636
TCL1A,ENSG00000100721
TNFRSF13B,ENSG00000240505
TPSB2,ENSG00000197253
IGLC2,ENSG00000211677
FOXQ1,ENSG00000164379
TRGC1,ENSG00000211689
TRGC2,ENSG00000227191
LINC01215,ENSG00000271856
IGHA1,ENSG00000211895
TRAV8-2,ENSG00000211786
IGLC3,ENSG00000211679
TENT5C,ENSG00000183508
H1-0,ENSG00000189060
H2BC8,ENSG00000273802
IRAG1,ENSG00000072952
SELENOP,ENSG00000250722
PRECSIT,ENSG00000255874
ARMH4,ENSG00000139971
NIBAN1,ENSG00000135842
NIPSNAP2,ENSG00000146729
DNAI3,ENSG00000162643
MRTFB,ENSG00000186260
TAFA2,ENSG00000198673
H2AC11,ENSG00000196787
MTSS2,ENSG00000132613
GCNA,ENSG00000147174
H1-10,ENSG00000184897
TMEM273,ENSG00000204161
H2AZ1,ENSG00000164032
MIR124-1HG,ENSG00000253230
C20orf204,ENSG00000196421
CYRIA,ENSG00000197872
H2BC15,ENSG00000233822
PELATON,ENSG00000224397
SMIM27,ENSG00000235453
TUT7,ENSG00000083223
RHEX,ENSG00000263961
AOPEP,ENSG00000148120
TAMALIN,ENSG00000161835
PIMREG,ENSG00000129195
RADX,ENSG00000147231
RESF1,ENSG00000174718
MRNIP,ENSG00000161010
H2BC5,ENSG00000158373
TCIM,ENSG00000176907
SHFL,ENSG00000130813
GASK1B,ENSG00000164125
CFAP251,ENSG00000158023
NIBAN2,ENSG00000136830
H4C2,ENSG00000278705
CCN5,ENSG00000064205
MARS1,ENSG00000166986
LINC02076,ENSG00000220161
H2BC12,ENSG00000197903
SEPTIN14,ENSG00000154997
DIPK2B,ENSG00000147113
H2BC11,ENSG00000124635
H4C11,ENSG00000197238
RFLNB,ENSG00000183688
DENND11,ENSG00000257093
DENND2B,ENSG00000166444
PAXIP1-DT,ENSG00000273344
H2AC8,ENSG00000277075
DYNLT2,ENSG00000184786
ELAPOR2,ENSG00000164659
TARS3,ENSG00000185418
CSKMT,ENSG00000214756
CPLANE1,ENSG00000197603
CYTOR,ENSG00000222041
DIPK1C,ENSG00000187773
H2BU1,ENSG00000196890
MROCKI,ENSG00000227502
RIPOR2,ENSG00000111913
MTRES1,ENSG00000130349
SELENOM,ENSG00000198832
LRMDA,ENSG00000148655
H2AX,ENSG00000188486
SEPTIN1,ENSG00000180096
TOGARAM1,ENSG00000198718
H2BC9,ENSG00000275713
CCN2,ENSG00000118523
DOP1B,ENSG00000142197
H1-2,ENSG00000187837
RELCH,ENSG00000134444
CAPN10-DT,ENSG00000260942
H4C3,ENSG00000197061
VXN,ENSG00000169085
ARMH1,ENSG00000198520
PRANCR,ENSG00000257815
CCNQ,ENSG00000262919
KHDC4,ENSG00000132680
SEPTIN8,ENSG00000164402
MARCHF1,ENSG00000145416
FAM241A,ENSG00000174749
H1-3,ENSG00000124575
H2BC21,ENSG00000184678
DYNC2I1,ENSG00000126870
ILF3-DT,ENSG00000267100
SLC66A3,ENSG00000162976
DEPP1,ENSG00000165507
H2AC6,ENSG00000180573
RSKR,ENSG00000167524
RAMAC,ENSG00000169612
CEMIP2,ENSG00000135048
EIF3J-DT,ENSG00000179523
H3C2,ENSG00000286522
IQCN,ENSG00000130518
MIDEAS,ENSG00000156030
CRYBG1,ENSG00000112297
SEPTIN6,ENSG00000125354
PLAAT4,ENSG00000133321
LRATD2,ENSG00000168672
H4C5,ENSG00000276966
MIR9-1HG,ENSG00000125462
ZNF875,ENSG00000181666
PLAAT3,ENSG00000176485
H2BC18,ENSG00000203814
TENT4B,ENSG00000121274
NSG2,ENSG00000170091
H4C9,ENSG00000276180
VSIR,ENSG00000107738
MARCHF9,ENSG00000139266
H3C1,ENSG00000275714
WARS1,ENSG00000140105
SNORC,ENSG00000182600
CCN1,ENSG00000142871
TOGARAM2,ENSG00000189350
FYB1,ENSG00000082074
MANEA-DT,ENSG00000261366
RETREG1,ENSG00000154153
EEF1AKMT3,ENSG00000123427
H2BC3,ENSG00000276410
H1-5,ENSG00000184357
INKA1,ENSG00000185614
H3C10,ENSG00000278828
OGA,ENSG00000198408
H2AC19,ENSG00000272196
LHFPL6,ENSG00000183722
SEPTIN4,ENSG00000108387
YAE1,ENSG00000241127
SQOR,ENSG00000137767
TENT5A,ENSG00000112773
H2BC4,ENSG00000180596
PRXL2C,ENSG00000158122
H2BC7,ENSG00000277224
VIRMA,ENSG00000164944
OTULINL,ENSG00000145569
POLR1F,ENSG00000105849
H4C8,ENSG00000158406
CAVIN1,ENSG00000177469
PCLAF,ENSG00000166803
ATP2B1-AS1,ENSG00000271614
H2AW,ENSG00000181218
GRAMD2B,ENSG00000155324
TAFA5,ENSG00000219438
DNAAF4,ENSG00000256061
LRATD1,ENSG00000162981
H1-4,ENSG00000168298
ADSS1,ENSG00000185100
ADA2,ENSG00000093072
CALHM6,ENSG00000188820
STING1,ENSG00000184584
CAVIN2,ENSG00000168497
TASL,ENSG00000120280
SRARP,ENSG00000183888
IRAG2,ENSG00000118308
ECRG4,ENSG00000119147
CAVIN3,ENSG00000170955
GUCY1A1,ENSG00000164116
PLAAT1,ENSG00000127252
PPDPFL,ENSG00000168333
H2AC16,ENSG00000276903
H4C1,ENSG00000278637
OBSCN-AS1,ENSG00000162913
H4C4,ENSG00000277157
HOATZ,ENSG00000183644
LINC02694,ENSG00000175779
MUCL3,ENSG00000168631
